Well,OD,mCherry,Inducer,Concentration,Plate,Day
D1,0.093800001,2687,Delta-nonalactone,50,2,1
D2,0.080499999,2641,Delta-nonalactone,25,2,1
D3,0.082800001,2645,Delta-nonalactone,12.5,2,1
D4,0.144299999,3014,Delta-nonalactone,6.25,2,1
D5,0.305299997,3804,Delta-nonalactone,3.125,2,1
D6,0.361000001,4248,Delta-nonalactone,1.5625,2,1
D7,0.371899992,4438,Delta-nonalactone,0.78125,2,1
D8,0.368299991,4347,Delta-nonalactone,0.390625,2,1
D9,0.38440001,4491,Delta-nonalactone,0.1953125,2,1
D10,0.358500004,4423,Delta-nonalactone,0.09765625,2,1
D11,0.351500005,4591,Delta-nonalactone,0.048828125,2,1
D12,0.339399993,4420,Delta-nonalactone,0,2,1
E1,0.106299996,2672,Delta-nonalactone,50,2,1
E2,0.127700001,2687,Delta-nonalactone,25,2,1
E3,0.110799998,2738,Delta-nonalactone,12.5,2,1
E4,0.157499999,2981,Delta-nonalactone,6.25,2,1
E5,0.234400004,3304,Delta-nonalactone,3.125,2,1
E6,0.335700005,4120,Delta-nonalactone,1.5625,2,1
E7,0.395000011,4559,Delta-nonalactone,0.78125,2,1
E8,0.384900004,4605,Delta-nonalactone,0.390625,2,1
E9,0.368099988,4477,Delta-nonalactone,0.1953125,2,1
E10,0.337399989,4181,Delta-nonalactone,0.09765625,2,1
E11,0.356999993,4405,Delta-nonalactone,0.048828125,2,1
E12,0.33950001,4308,Delta-nonalactone,0,2,1
F1,0.100500003,2650,Delta-nonalactone,50,2,1
F2,0.091899998,2645,Delta-nonalactone,25,2,1
F3,0.072300002,2595,Delta-nonalactone,12.5,2,1
F4,0.177000001,3251,Delta-nonalactone,6.25,2,1
F5,0.312299997,3803,Delta-nonalactone,3.125,2,1
F6,0.365999997,4339,Delta-nonalactone,1.5625,2,1
F7,0.409000009,4745,Delta-nonalactone,0.78125,2,1
F8,0.389800012,5025,Delta-nonalactone,0.390625,2,1
F9,0.39199999,4731,Delta-nonalactone,0.1953125,2,1
F10,0.424699992,4851,Delta-nonalactone,0.09765625,2,1
F11,0.341100007,4518,Delta-nonalactone,0.048828125,2,1
F12,0.337300003,4362,Delta-nonalactone,0,2,1
A1,0.220400006,9720,Cyclohexanone,50,3,1
A2,0.30430001,19742,Cyclohexanone,25,3,1
A3,0.381399989,28108,Cyclohexanone,12.5,3,1
A4,0.396100014,28313,Cyclohexanone,6.25,3,1
A5,0.380699992,26370,Cyclohexanone,3.125,3,1
A6,0.376199991,23118,Cyclohexanone,1.5625,3,1
A7,0.379500002,20052,Cyclohexanone,0.78125,3,1
A8,0.377000004,16198,Cyclohexanone,0.390625,3,1
A9,0.38499999,12981,Cyclohexanone,0.1953125,3,1
A10,0.350800008,9582,Cyclohexanone,0.09765625,3,1
A11,0.346500009,7563,Cyclohexanone,0.048828125,3,1
A12,0.333299994,4820,Cyclohexanone,0,3,1
B1,0.220899999,10634,Cyclohexanone,50,3,1
B2,0.279100001,18616,Cyclohexanone,25,3,1
B3,0.339100003,25367,Cyclohexanone,12.5,3,1
B4,0.334199995,24341,Cyclohexanone,6.25,3,1
B5,0.356700003,24247,Cyclohexanone,3.125,3,1
B6,0.349599987,20872,Cyclohexanone,1.5625,3,1
B7,0.344300002,17812,Cyclohexanone,0.78125,3,1
B8,0.3486,14853,Cyclohexanone,0.390625,3,1
B9,0.341899991,11409,Cyclohexanone,0.1953125,3,1
B10,0.330500007,8895,Cyclohexanone,0.09765625,3,1
B11,0.340700001,7242,Cyclohexanone,0.048828125,3,1
B12,0.338200003,4752,Cyclohexanone,0,3,1
C1,0.213300005,10288,Cyclohexanone,50,3,1
C2,0.280800015,18777,Cyclohexanone,25,3,1
C3,0.338200003,25439,Cyclohexanone,12.5,3,1
C4,0.351900011,25779,Cyclohexanone,6.25,3,1
C5,0.357800007,24214,Cyclohexanone,3.125,3,1
C6,0.354200006,21046,Cyclohexanone,1.5625,3,1
C7,0.351399988,17501,Cyclohexanone,0.78125,3,1
C8,0.350899994,14219,Cyclohexanone,0.390625,3,1
C9,0.345299989,11113,Cyclohexanone,0.1953125,3,1
C10,0.325199991,8190,Cyclohexanone,0.09765625,3,1
C11,0.346799999,6880,Cyclohexanone,0.048828125,3,1
C12,0.324999988,4496,Cyclohexanone,0,3,1
D1,0.345899999,12437,Bromocyclohexane,50,3,1
D2,0.347900003,10868,Bromocyclohexane,25,3,1
D3,0.340700001,9500,Bromocyclohexane,12.5,3,1
D4,0.356700003,8602,Bromocyclohexane,6.25,3,1
D5,0.363799989,7663,Bromocyclohexane,3.125,3,1
D6,0.360799998,7002,Bromocyclohexane,1.5625,3,1
D7,0.375200003,6603,Bromocyclohexane,0.78125,3,1
D8,0.351099998,5696,Bromocyclohexane,0.390625,3,1
D9,0.4014,5339,Bromocyclohexane,0.1953125,3,1
D10,0.339899987,5266,Bromocyclohexane,0.09765625,3,1
D11,0.339100003,4505,Bromocyclohexane,0.048828125,3,1
D12,0.324900001,4451,Bromocyclohexane,0,3,1
E1,0.371300012,8605,Bromocyclohexane,50,3,1
E2,0.355599999,7058,Bromocyclohexane,25,3,1
E3,0.353500009,6772,Bromocyclohexane,12.5,3,1
E4,0.339399993,6166,Bromocyclohexane,6.25,3,1
E5,0.351799995,6131,Bromocyclohexane,3.125,3,1
E6,0.365500003,5618,Bromocyclohexane,1.5625,3,1
E7,0.366400003,5741,Bromocyclohexane,0.78125,3,1
E8,0.352899998,5309,Bromocyclohexane,0.390625,3,1
E9,0.3486,5055,Bromocyclohexane,0.1953125,3,1
E10,0.314900011,4553,Bromocyclohexane,0.09765625,3,1
E11,0.349999994,4684,Bromocyclohexane,0.048828125,3,1
E12,0.344500005,4746,Bromocyclohexane,0,3,1
F1,0.336699992,4486,Bromocyclohexane,50,3,1
F2,0.361099988,5523,Bromocyclohexane,25,3,1
F3,0.353700012,5384,Bromocyclohexane,12.5,3,1
F4,0.342200011,5331,Bromocyclohexane,6.25,3,1
F5,0.349099994,5065,Bromocyclohexane,3.125,3,1
F6,0.368600011,5050,Bromocyclohexane,1.5625,3,1
F7,0.372099996,5445,Bromocyclohexane,0.78125,3,1
F8,0.356700003,5165,Bromocyclohexane,0.390625,3,1
F9,0.354699999,4833,Bromocyclohexane,0.1953125,3,1
F10,0.340900004,4662,Bromocyclohexane,0.09765625,3,1
F11,0.3389,4437,Bromocyclohexane,0.048828125,3,1
F12,0.340999991,4552,Bromocyclohexane,0,3,1
A1,0.200100005,4402,Gamma-hexalactone,50,4,1
A2,0.298799992,5834,Gamma-hexalactone,25,4,1
A3,0.344199985,5839,Gamma-hexalactone,12.5,4,1
A4,0.343800008,5470,Gamma-hexalactone,6.25,4,1
A5,0.350100011,5062,Gamma-hexalactone,3.125,4,1
A6,0.353899986,5118,Gamma-hexalactone,1.5625,4,1
A7,0.344599992,3584,Gamma-hexalactone,0.78125,4,1
A8,0.341300011,5747,Gamma-hexalactone,0.390625,4,1
A9,0.354699999,4749,Gamma-hexalactone,0.1953125,4,1
A10,0.365099996,4834,Gamma-hexalactone,0.09765625,4,1
A11,0.355800003,4664,Gamma-hexalactone,0.048828125,4,1
A12,0.350600004,4764,Gamma-hexalactone,0,4,1
B1,0.256500006,5199,Gamma-hexalactone,50,4,1
B2,0.404799998,7468,Gamma-hexalactone,25,4,1
B3,0.436699986,7123,Gamma-hexalactone,12.5,4,1
B4,0.437900007,6522,Gamma-hexalactone,6.25,4,1
B5,0.546000004,6089,Gamma-hexalactone,3.125,4,1
B6,0.473199993,5783,Gamma-hexalactone,1.5625,4,1
B7,0.477400005,3980,Gamma-hexalactone,0.78125,4,1
B8,0.439900011,6653,Gamma-hexalactone,0.390625,4,1
B9,0.437099993,5303,Gamma-hexalactone,0.1953125,4,1
B10,0.437400013,5556,Gamma-hexalactone,0.09765625,4,1
B11,0.444000006,5351,Gamma-hexalactone,0.048828125,4,1
B12,0.408399999,5534,Gamma-hexalactone,0,4,1
C1,0.236499995,5047,Gamma-hexalactone,50,4,1
C2,0.3662,6978,Gamma-hexalactone,25,4,1
C3,0.430400014,6839,Gamma-hexalactone,12.5,4,1
C4,0.414600015,6388,Gamma-hexalactone,6.25,4,1
C5,0.413100004,5665,Gamma-hexalactone,3.125,4,1
C6,0.410100013,5376,Gamma-hexalactone,1.5625,4,1
C7,0.410699993,3879,Gamma-hexalactone,0.78125,4,1
C8,0.402200013,6248,Gamma-hexalactone,0.390625,4,1
C9,0.379799992,5125,Gamma-hexalactone,0.1953125,4,1
C10,0.373400003,4940,Gamma-hexalactone,0.09765625,4,1
C11,0.393099993,5224,Gamma-hexalactone,0.048828125,4,1
C12,0.375400007,5028,Gamma-hexalactone,0,4,1
D1,0.077600002,2671,Gamma-octalactone,50,4,1
D2,0.337399989,2788,Gamma-octalactone,25,4,1
D3,0.106399998,2910,Gamma-octalactone,12.5,4,1
D4,0.202399999,3524,Gamma-octalactone,6.25,4,1
D5,0.337900013,5453,Gamma-octalactone,3.125,4,1
D6,0.468899995,4902,Gamma-octalactone,1.5625,4,1
D7,0.41049999,4227,Gamma-octalactone,0.78125,4,1
D8,0.368400007,5891,Gamma-octalactone,0.390625,4,1
D9,0.403100014,5105,Gamma-octalactone,0.1953125,4,1
D10,0.399399996,4877,Gamma-octalactone,0.09765625,4,1
D11,0.384299994,5117,Gamma-octalactone,0.048828125,4,1
D12,0.414700001,4946,Gamma-octalactone,0,4,1
E1,0.082599998,2555,Gamma-octalactone,50,4,1
E2,0.156800002,2757,Gamma-octalactone,25,4,1
E3,0.123000003,2988,Gamma-octalactone,12.5,4,1
E4,0.244499996,3615,Gamma-octalactone,6.25,4,1
E5,0.369100004,4589,Gamma-octalactone,3.125,4,1
E6,0.424299985,4894,Gamma-octalactone,1.5625,4,1
E7,0.444799989,3835,Gamma-octalactone,0.78125,4,1
E8,0.394199997,5860,Gamma-octalactone,0.390625,4,1
E9,0.425900012,5307,Gamma-octalactone,0.1953125,4,1
E10,0.407200009,5134,Gamma-octalactone,0.09765625,4,1
E11,0.417699993,5110,Gamma-octalactone,0.048828125,4,1
E12,0.421700001,5191,Gamma-octalactone,0,4,1
F1,0.0814,2662,Gamma-octalactone,50,4,1
F2,0.112999998,2712,Gamma-octalactone,25,4,1
F3,0.104800001,2891,Gamma-octalactone,12.5,4,1
F4,0.199000001,3373,Gamma-octalactone,6.25,4,1
F5,0.318899989,4209,Gamma-octalactone,3.125,4,1
F6,0.363700002,4775,Gamma-octalactone,1.5625,4,1
F7,0.3838,3754,Gamma-octalactone,0.78125,4,1
F8,0.368099988,5636,Gamma-octalactone,0.390625,4,1
F9,0.38319999,5052,Gamma-octalactone,0.1953125,4,1
F10,0.398900002,5247,Gamma-octalactone,0.09765625,4,1
F11,0.383599997,5038,Gamma-octalactone,0.048828125,4,1
F12,0.390100002,5122,Gamma-octalactone,0,4,1
A1,0.0704,2212,Delta-decalactone,50,5,1
A2,0.0735,2246,Delta-decalactone,25,5,1
A3,0.080799997,2677,Delta-decalactone,12.5,5,1
A4,0.078699999,2603,Delta-decalactone,6.25,5,1
A5,0.1043,2912,Delta-decalactone,3.125,5,1
A6,0.309799999,3864,Delta-decalactone,1.5625,5,1
A7,0.357300013,4349,Delta-decalactone,0.78125,5,1
A8,0.375099987,4213,Delta-decalactone,0.390625,5,1
A9,0.399699986,5156,Delta-decalactone,0.1953125,5,1
A10,0.389400005,4857,Delta-decalactone,0.09765625,5,1
A11,0.373199999,4659,Delta-decalactone,0.048828125,5,1
A12,0.400999993,5009,Delta-decalactone,0,5,1
B1,0.0625,2071,Delta-decalactone,50,5,1
B2,0.065800004,2112,Delta-decalactone,25,5,1
B3,0.091700003,2768,Delta-decalactone,12.5,5,1
B4,0.108499996,2590,Delta-decalactone,6.25,5,1
B5,0.115599997,2960,Delta-decalactone,3.125,5,1
B6,0.357199997,4202,Delta-decalactone,1.5625,5,1
B7,0.412900001,4701,Delta-decalactone,0.78125,5,1
B8,0.441900015,4833,Delta-decalactone,0.390625,5,1
B9,0.431400001,4962,Delta-decalactone,0.1953125,5,1
B10,0.445899993,5073,Delta-decalactone,0.09765625,5,1
B11,0.421299994,4653,Delta-decalactone,0.048828125,5,1
B12,0.394800007,4969,Delta-decalactone,0,5,1
C1,0.074699998,2267,Delta-decalactone,50,5,1
C2,0.074900001,2287,Delta-decalactone,25,5,1
C3,0.0854,2708,Delta-decalactone,12.5,5,1
C4,0.093199998,2595,Delta-decalactone,6.25,5,1
C5,0.125799999,4068,Delta-decalactone,3.125,5,1
C6,0.376300007,4088,Delta-decalactone,1.5625,5,1
C7,0.42840001,4548,Delta-decalactone,0.78125,5,1
C8,0.445600003,4649,Delta-decalactone,0.390625,5,1
C9,0.453799993,5293,Delta-decalactone,0.1953125,5,1
C10,0.459399998,5021,Delta-decalactone,0.09765625,5,1
C11,0.432700008,4530,Delta-decalactone,0.048828125,5,1
C12,0.417100012,4907,Delta-decalactone,0,5,1
D1,0.064099997,2189,Gamma-nonalactone,50,5,1
D2,0.067500003,2205,Gamma-nonalactone,25,5,1
D3,0.077100001,2654,Gamma-nonalactone,12.5,5,1
D4,0.109399997,2755,Gamma-nonalactone,6.25,5,1
D5,0.206200004,3205,Gamma-nonalactone,3.125,5,1
D6,0.341600001,4221,Gamma-nonalactone,1.5625,5,1
D7,0.3565,4460,Gamma-nonalactone,0.78125,5,1
D8,0.401199996,4593,Gamma-nonalactone,0.390625,5,1
D9,0.371499985,4569,Gamma-nonalactone,0.1953125,5,1
D10,0.377400011,4768,Gamma-nonalactone,0.09765625,5,1
D11,0.391799986,4632,Gamma-nonalactone,0.048828125,5,1
D12,0.382999986,4766,Gamma-nonalactone,0,5,1
E1,0.059099998,2047,Gamma-nonalactone,50,5,1
E2,0.069600001,2270,Gamma-nonalactone,25,5,1
E3,0.142199993,2993,Gamma-nonalactone,12.5,5,1
E4,0.097800002,2798,Gamma-nonalactone,6.25,5,1
E5,0.262199998,3415,Gamma-nonalactone,3.125,5,1
E6,0.400999993,4687,Gamma-nonalactone,1.5625,5,1
E7,0.456900001,4849,Gamma-nonalactone,0.78125,5,1
E8,0.434300005,4840,Gamma-nonalactone,0.390625,5,1
E9,0.45629999,5003,Gamma-nonalactone,0.1953125,5,1
E10,0.462599993,4844,Gamma-nonalactone,0.09765625,5,1
E11,0.439099997,4796,Gamma-nonalactone,0.048828125,5,1
E12,0.406899989,4770,Gamma-nonalactone,0,5,1
F1,0.056899998,2005,Gamma-nonalactone,50,5,1
F2,0.0616,2103,Gamma-nonalactone,25,5,1
F3,0.087399997,3028,Gamma-nonalactone,12.5,5,1
F4,0.089900002,2643,Gamma-nonalactone,6.25,5,1
F5,0.215700001,3200,Gamma-nonalactone,3.125,5,1
F6,0.349400014,4287,Gamma-nonalactone,1.5625,5,1
F7,0.43689999,4958,Gamma-nonalactone,0.78125,5,1
F8,0.451099992,4916,Gamma-nonalactone,0.390625,5,1
F9,0.439999998,4825,Gamma-nonalactone,0.1953125,5,1
F10,0.507000029,5112,Gamma-nonalactone,0.09765625,5,1
F11,0.423700005,4805,Gamma-nonalactone,0.048828125,5,1
F12,0.395200014,4755,Gamma-nonalactone,0,5,1
A1,0.279900014,9073,2-methylcyclohexanone,50,6,1
A2,0.284700006,13327,2-methylcyclohexanone,25,6,1
A3,0.282000005,12255,2-methylcyclohexanone,12.5,6,1
A4,0.333099991,14352,2-methylcyclohexanone,6.25,6,1
A5,0.357199997,14138,2-methylcyclohexanone,3.125,6,1
A6,0.366600007,11704,2-methylcyclohexanone,1.5625,6,1
A7,0.379000008,9681,2-methylcyclohexanone,0.78125,6,1
A8,0.36559999,7875,2-methylcyclohexanone,0.390625,6,1
A9,0.364300013,6275,2-methylcyclohexanone,0.1953125,6,1
A10,0.372599989,5566,2-methylcyclohexanone,0.09765625,6,1
A11,0.360100001,4934,2-methylcyclohexanone,0.048828125,6,1
A12,0.326200008,4064,2-methylcyclohexanone,0,6,1
B1,0.261299998,10217,2-methylcyclohexanone,50,6,1
B2,0.301999986,14296,2-methylcyclohexanone,25,6,1
B3,0.289099991,12938,2-methylcyclohexanone,12.5,6,1
B4,0.346100003,15678,2-methylcyclohexanone,6.25,6,1
B5,0.373400003,14706,2-methylcyclohexanone,3.125,6,1
B6,0.418599993,13300,2-methylcyclohexanone,1.5625,6,1
B7,0.414099991,10491,2-methylcyclohexanone,0.78125,6,1
B8,0.390100002,8076,2-methylcyclohexanone,0.390625,6,1
B9,0.388599992,6617,2-methylcyclohexanone,0.1953125,6,1
B10,0.395200014,5717,2-methylcyclohexanone,0.09765625,6,1
B11,0.372900009,5016,2-methylcyclohexanone,0.048828125,6,1
B12,0.335799992,4249,2-methylcyclohexanone,0,6,1
C1,0.221100003,9239,2-methylcyclohexanone,50,6,1
C2,0.286000013,13569,2-methylcyclohexanone,25,6,1
C3,0.276899993,12362,2-methylcyclohexanone,12.5,6,1
C4,0.345099986,15126,2-methylcyclohexanone,6.25,6,1
C5,0.373199999,14674,2-methylcyclohexanone,3.125,6,1
C6,0.397199988,12730,2-methylcyclohexanone,1.5625,6,1
C7,0.410299987,10595,2-methylcyclohexanone,0.78125,6,1
C8,0.394899994,8387,2-methylcyclohexanone,0.390625,6,1
C9,0.383300006,6735,2-methylcyclohexanone,0.1953125,6,1
C10,0.377499998,5704,2-methylcyclohexanone,0.09765625,6,1
C11,0.38319999,5238,2-methylcyclohexanone,0.048828125,6,1
C12,0.360700011,4424,2-methylcyclohexanone,0,6,1
D1,0.092500001,2600,Gamma-heptalactone,50,6,1
D2,0.147100002,3325,Gamma-heptalactone,25,6,1
D3,0.343199998,4274,Gamma-heptalactone,12.5,6,1
D4,0.331200004,4804,Gamma-heptalactone,6.25,6,1
D5,0.356599987,4814,Gamma-heptalactone,3.125,6,1
D6,0.372099996,4862,Gamma-heptalactone,1.5625,6,1
D7,0.371399999,4625,Gamma-heptalactone,0.78125,6,1
D8,0.351399988,4485,Gamma-heptalactone,0.390625,6,1
D9,0.330500007,4301,Gamma-heptalactone,0.1953125,6,1
D10,0.328500003,4107,Gamma-heptalactone,0.09765625,6,1
D11,0.330000013,4197,Gamma-heptalactone,0.048828125,6,1
D12,0.312599987,3994,Gamma-heptalactone,0,6,1
E1,0.123300001,2727,Gamma-heptalactone,50,6,1
E2,0.166099995,3423,Gamma-heptalactone,25,6,1
E3,0.320800006,4455,Gamma-heptalactone,12.5,6,1
E4,0.360000014,4897,Gamma-heptalactone,6.25,6,1
E5,0.397300005,5093,Gamma-heptalactone,3.125,6,1
E6,0.404900014,4946,Gamma-heptalactone,1.5625,6,1
E7,0.381000012,4686,Gamma-heptalactone,0.78125,6,1
E8,0.373800009,4554,Gamma-heptalactone,0.390625,6,1
E9,0.380100012,4562,Gamma-heptalactone,0.1953125,6,1
E10,0.335399985,4401,Gamma-heptalactone,0.09765625,6,1
E11,0.330000013,4158,Gamma-heptalactone,0.048828125,6,1
E12,0.311300009,4022,Gamma-heptalactone,0,6,1
F1,0.088500001,2664,Gamma-heptalactone,50,6,1
F2,0.149800003,3270,Gamma-heptalactone,25,6,1
F3,0.312400013,4381,Gamma-heptalactone,12.5,6,1
F4,0.359100014,4664,Gamma-heptalactone,6.25,6,1
F5,0.385500014,4819,Gamma-heptalactone,3.125,6,1
F6,0.354200006,4481,Gamma-heptalactone,1.5625,6,1
F7,0.33829999,4466,Gamma-heptalactone,0.78125,6,1
F8,0.335399985,4266,Gamma-heptalactone,0.390625,6,1
F9,0.338,4463,Gamma-heptalactone,0.1953125,6,1
F10,0.342999995,4423,Gamma-heptalactone,0.09765625,6,1
F11,0.336600006,4331,Gamma-heptalactone,0.048828125,6,1
F12,0.320499986,4149,Gamma-heptalactone,0,6,1
A1,0.129700005,3179,Gamma-undecalactone,50,7,2
A2,0.135100007,3382,Gamma-undecalactone,25,7,2
A3,0.112599999,3234,Gamma-undecalactone,12.5,7,2
A4,0.202700004,3770,Gamma-undecalactone,6.25,7,2
A5,0.190699995,3653,Gamma-undecalactone,3.125,7,2
A6,0.653500021,4350,Gamma-undecalactone,1.5625,7,2
A7,0.32069999,4533,Gamma-undecalactone,0.78125,7,2
A8,0.377900004,4868,Gamma-undecalactone,0.390625,7,2
A9,0.391900003,5171,Gamma-undecalactone,0.1953125,7,2
A10,0.379000008,4803,Gamma-undecalactone,0.09765625,7,2
A11,0.401800007,4656,Gamma-undecalactone,0.048828125,7,2
A12,0.366100013,4856,Gamma-undecalactone,0,7,2
B1,0.128600001,3288,Gamma-undecalactone,50,7,2
B2,0.120499998,3365,Gamma-undecalactone,25,7,2
B3,0.136299998,3438,Gamma-undecalactone,12.5,7,2
B4,0.160300002,3667,Gamma-undecalactone,6.25,7,2
B5,0.684099972,4665,Gamma-undecalactone,3.125,7,2
B6,0.28670001,4116,Gamma-undecalactone,1.5625,7,2
B7,0.293300003,4172,Gamma-undecalactone,0.78125,7,2
B8,0.355199993,4605,Gamma-undecalactone,0.390625,7,2
B9,0.345299989,4579,Gamma-undecalactone,0.1953125,7,2
B10,0.353599995,4609,Gamma-undecalactone,0.09765625,7,2
B11,0.353700012,4623,Gamma-undecalactone,0.048828125,7,2
B12,0.337399989,4563,Gamma-undecalactone,0,7,2
C1,0.112899996,3560,Gamma-undecalactone,50,7,2
C2,0.104500003,3347,Gamma-undecalactone,25,7,2
C3,0.160500005,3513,Gamma-undecalactone,12.5,7,2
C4,0.166099995,3608,Gamma-undecalactone,6.25,7,2
C5,0.428200006,4820,Gamma-undecalactone,3.125,7,2
C6,0.75910002,4687,Gamma-undecalactone,1.5625,7,2
C7,0.398600012,5001,Gamma-undecalactone,0.78125,7,2
C8,0.39410001,4908,Gamma-undecalactone,0.390625,7,2
C9,0.66109997,5095,Gamma-undecalactone,0.1953125,7,2
C10,0.410899997,4760,Gamma-undecalactone,0.09765625,7,2
C11,0.430299997,4722,Gamma-undecalactone,0.048828125,7,2
C12,0.407200009,4706,Gamma-undecalactone,0,7,2
D1,0.174600005,2805,Cyclohexanol,50,7,2
D2,0.186499998,3510,Cyclohexanol,25,7,2
D3,0.242799997,4755,Cyclohexanol,12.5,7,2
D4,0.365099996,6248,Cyclohexanol,6.25,7,2
D5,0.576399982,6188,Cyclohexanol,3.125,7,2
D6,0.433999985,5448,Cyclohexanol,1.5625,7,2
D7,0.499799997,5725,Cyclohexanol,0.78125,7,2
D8,0.478899986,5332,Cyclohexanol,0.390625,7,2
D9,0.460700005,5095,Cyclohexanol,0.1953125,7,2
D10,0.436300009,4874,Cyclohexanol,0.09765625,7,2
D11,0.40959999,4786,Cyclohexanol,0.048828125,7,2
D12,0.375699997,4608,Cyclohexanol,0,7,2
E1,0.085600004,2662,Cyclohexanol,50,7,2
E2,0.155499995,3727,Cyclohexanol,25,7,2
E3,0.2447,4811,Cyclohexanol,12.5,7,2
E4,0.347200006,6056,Cyclohexanol,6.25,7,2
E5,0.420300007,6237,Cyclohexanol,3.125,7,2
E6,0.438499987,5587,Cyclohexanol,1.5625,7,2
E7,0.450700015,5431,Cyclohexanol,0.78125,7,2
E8,0.431899995,5200,Cyclohexanol,0.390625,7,2
E9,0.441300005,4978,Cyclohexanol,0.1953125,7,2
E10,0.455900013,4997,Cyclohexanol,0.09765625,7,2
E11,0.424199998,4691,Cyclohexanol,0.048828125,7,2
E12,0.352299988,4593,Cyclohexanol,0,7,2
F1,0.116999999,2675,Cyclohexanol,50,7,2
F2,0.163599998,3617,Cyclohexanol,25,7,2
F3,0.244599998,4811,Cyclohexanol,12.5,7,2
F4,0.351300001,6093,Cyclohexanol,6.25,7,2
F5,0.454699993,6759,Cyclohexanol,3.125,7,2
F6,0.44569999,5906,Cyclohexanol,1.5625,7,2
F7,0.439799994,5408,Cyclohexanol,0.78125,7,2
F8,0.462599993,5207,Cyclohexanol,0.390625,7,2
F9,0.437099993,5099,Cyclohexanol,0.1953125,7,2
F10,0.476200014,5097,Cyclohexanol,0.09765625,7,2
F11,0.448199987,4920,Cyclohexanol,0.048828125,7,2
F12,0.425099999,4825,Cyclohexanol,0,7,2
A1,0.354799986,4791,Delta-tetradecalactone,50,8,2
A2,0.329899997,4189,Delta-tetradecalactone,25,8,2
A3,0.346599996,4432,Delta-tetradecalactone,12.5,8,2
A4,0.345800012,4399,Delta-tetradecalactone,6.25,8,2
A5,0.32190001,4649,Delta-tetradecalactone,3.125,8,2
A6,0.342799991,4602,Delta-tetradecalactone,1.5625,8,2
A7,0.33129999,4508,Delta-tetradecalactone,0.78125,8,2
A8,0.337300003,4504,Delta-tetradecalactone,0.390625,8,2
A9,0.352600008,4491,Delta-tetradecalactone,0.1953125,8,2
A10,0.330300003,4471,Delta-tetradecalactone,0.09765625,8,2
A11,0.343400002,4461,Delta-tetradecalactone,0.048828125,8,2
A12,0.331900001,4563,Delta-tetradecalactone,0,8,2
B1,0.354600012,4474,Delta-tetradecalactone,50,8,2
B2,0.351799995,4455,Delta-tetradecalactone,25,8,2
B3,0.345299989,4402,Delta-tetradecalactone,12.5,8,2
B4,0.342000008,4581,Delta-tetradecalactone,6.25,8,2
B5,0.351300001,4610,Delta-tetradecalactone,3.125,8,2
B6,0.346500009,4707,Delta-tetradecalactone,1.5625,8,2
B7,0.341699988,4543,Delta-tetradecalactone,0.78125,8,2
B8,0.349000007,4557,Delta-tetradecalactone,0.390625,8,2
B9,0.336100012,4442,Delta-tetradecalactone,0.1953125,8,2
B10,0.34040001,4923,Delta-tetradecalactone,0.09765625,8,2
B11,0.343300015,4419,Delta-tetradecalactone,0.048828125,8,2
B12,0.353399992,4888,Delta-tetradecalactone,0,8,2
C1,0.338,4173,Delta-tetradecalactone,50,8,2
C2,0.350899994,4040,Delta-tetradecalactone,25,8,2
C3,0.342599988,4389,Delta-tetradecalactone,12.5,8,2
C4,0.349299997,4337,Delta-tetradecalactone,6.25,8,2
C5,0.3574,4338,Delta-tetradecalactone,3.125,8,2
C6,0.325100005,4563,Delta-tetradecalactone,1.5625,8,2
C7,0.340900004,4297,Delta-tetradecalactone,0.78125,8,2
C8,0.343199998,4459,Delta-tetradecalactone,0.390625,8,2
C9,0.340000004,4456,Delta-tetradecalactone,0.1953125,8,2
C10,0.343199998,4526,Delta-tetradecalactone,0.09765625,8,2
C11,0.341100007,4269,Delta-tetradecalactone,0.048828125,8,2
C12,0.342000008,4711,Delta-tetradecalactone,0,8,2
D1,0.329600006,3941,D-erythronic acid Gamma-lactone,50,8,2
D2,0.336199999,3995,D-erythronic acid Gamma-lactone,25,8,2
D3,0.339100003,4110,D-erythronic acid Gamma-lactone,12.5,8,2
D4,0.342700005,4378,D-erythronic acid Gamma-lactone,6.25,8,2
D5,0.3301,4179,D-erythronic acid Gamma-lactone,3.125,8,2
D6,0.325300008,4256,D-erythronic acid Gamma-lactone,1.5625,8,2
D7,0.334800005,4259,D-erythronic acid Gamma-lactone,0.78125,8,2
D8,0.332500011,4375,D-erythronic acid Gamma-lactone,0.390625,8,2
D9,0.328000009,4359,D-erythronic acid Gamma-lactone,0.1953125,8,2
D10,0.329100013,4330,D-erythronic acid Gamma-lactone,0.09765625,8,2
D11,0.320499986,4299,D-erythronic acid Gamma-lactone,0.048828125,8,2
D12,0.331400007,4461,D-erythronic acid Gamma-lactone,0,8,2
E1,0.348500013,4127,D-erythronic acid Gamma-lactone,50,8,2
E2,0.367500007,4406,D-erythronic acid Gamma-lactone,25,8,2
E3,0.367700011,4299,D-erythronic acid Gamma-lactone,12.5,8,2
E4,0.357800007,4508,D-erythronic acid Gamma-lactone,6.25,8,2
E5,0.367799997,4645,D-erythronic acid Gamma-lactone,3.125,8,2
E6,0.3759,4684,D-erythronic acid Gamma-lactone,1.5625,8,2
E7,0.353399992,4562,D-erythronic acid Gamma-lactone,0.78125,8,2
E8,0.408199996,4837,D-erythronic acid Gamma-lactone,0.390625,8,2
